text,sentiment
saaaaafe mee epic time last night old friend new friendship good way kick month,2
monday school gosshhh waiting,2
started working lecture much earlier using tag cloud google news explain basic content analysis,1
know lame,0
hansen darn realised pull one would far better response name suggestion,2
hmm late well early ha,1
definitely grass cutting cole committed stacking wood neighbor well past day set back far,0
found two moldy squishy reason non cracker based food allowed play room mom away,1
break tired,0
believe tired right know go tonight exhaaaausted,0
lost cost total plus nutella like peanut butter mixed chocolatey goodness yumm,1
always ppl person hid behind bad self confidence long u anything,1
ooh really well know always welcome,2
saw game huge cavs fan lol pay ref yao rest playoff l cruising wcf,1
nice assignment night,2
younger mine problem,2
thanks coming tonight made happy,2
amazing time last night mcfly incredible,2
wearing purple passion opi absolutely love,2
look like lot fun lady gaga,2
finally get hand laptop ate biggest burrito de asada ever im gon na get ready party ooo,1
got home yay hi guy,1
love alexander william gaskarth,2
happy mother day beautiful,2
wish going saga,1
cried,0
hill gunna different gl designing etc,2
contemplating hand lovely car,2
said effed nose,0
bugger know shame people stick nose,0
hate life big time sooo poop gode ould cry,1
bout tuh head find sum wher tuh go chill,2
whew vacuuming good time vacuum,2
wow might countering benedryl enthusiasm,2
fun show grabbing bite eat,2
dish miss kitchen team,0
bye tekzilla revision,1
kidding standing room,1
missed giving away ttc code,0
got back embassy missing one paper go monday good luck,2
careful cop dont mistake kid criminal hear indiscrimate shooting going,1
hey steve think awesome actor love every movie love office,2
lol sorry funny,1
sound appetizing,0
oh thank thank hoping video online,2
looking forward upcoming week better half gone time truly gon na suck big time,0
time biggie,1
oi love,2
sooo tired busy tweet im glad weekend yay day weekend,2
bone four capital letter aye boy heart justice,1
jackson rathbone,1
give link kimba diary please,1
feelin somewhat ugh want exam oh well day baby,0
happy birthday get anything best wish,2
new pollster data party identification united state democratic independent republican ouch,0
check check check,1
wan na work,0
ah sorry hear trip canceled,0
ugh boring friday,0
strange day forget,0
still home goodness,2
day without gas gas company turned maintenance cook,1
loved ap tour columbus oh last night still exhausted goin bed sweet dream gnight,1
looking coal harbour find,0
lying new lab pup lap,1
know need fan daily rain humidity native enjoy dry last,2
randomly hangup,1
paint anymore light,1
lol last winter month ago december seattle felt like siberia last winter,1
chang thay anh online gi ca,1
sweety sat table morning woke sweet oh btw think home around pm,2
sad piggy died,0
stood outsiden got worst butterfly everrrrr,0
watching episode friend lunch break,1
lunch deakin meeting prof didnt go badly,2
happy mother day hahaha,2
practicing smile today gunna big,1
well im gon na go shower got ta get rdy movie couple hour byeee esther p miss u katherine,1
sad,1
respect heineken man bag,2
listening teddy picker saw grabbed seemed,0
assassin suck cat hope guy feel better,1
little louisa number trying get number one,1
minute left flannel hobbit shoe get wet rain pls go away,0
jonas brother concert greaattt,2
think lamb chop would really nice right maybe sushi mmm maybe ice lolly co hot,1
fc back dear,1
one worst day life,0
sunburnt,0
spending weekend nothing domestic said,1
sound like kinda day,2
feel like one gym machine work rather,1
sound lovely hope great day,2
welcome,1
cool wish could av gone da live couldnt,0
miss justin timberlake voice want make new album,0
wow really pretty talented lady impressed,2
im stressed anything get better sigh,0
love fatty take away night yummy coming home facespacing roomy,2
doin tweet phone clue reply anyone thank u fiercemichi soon check,2
get one maybe next time,1
payday yay good bill bill bill broke already,1
lol good morning ran milles hit gym great day,2
hiya today,1
peewee napping couch,1
last day senior bye bff,0
enough studying whew time sleep,1
yesterday heard song taking base onto plane someone help find know anything else,1
man sinus r really buggin morning,0
sad,0
ok star trek fan given new movie good review getting excited,2
soooo bummed missing blockparty able get app listen iphone,1
oh forgot weighed dr highest weight ever,0
love proper inet back,2
wish could seen girl today well besides across crowd haah hope fun,2
spoke nigga looking ya crazi time u stop plus always used see yall wanted,1
reyt fancy valentinos worst time considering,0
shipped yet get least call,1
good morning nyc broke would landed yesterday afternoon,1
made myspace twitter name twitter kingdom link join,1
took yearbook photo earlier school think turn great,0
hee hee holiday gutter try get week least welcome lol,2
still pretty depressed losing hello kitty necklace,0
thinking cleaning organizing need done weekend,1
sorting twitter issue frustrated talk someone respond slowly issue capacity challenge,0
yeah scoreless tonight,0
bought dress yesterday day til chris home excited gavin first tooth,2
need code,1
noticed girl welcome adulthood,1
rain oh well still friday,1
read lactose stuff eat hard cheese lactose jump joy rainy day yay,2
socksoo sorry shannon,0
watching finding nemo nephew cute,2
wolverine bit short waiting cat get dressed york day,1
working happy job radio anything physically exhausting,2
thanks twilight know love canon,2
omg never seen ring creppy movie,0
oh cute uniteddogs com poppy,2
gon na cryyy car looked good clean raining always wash right rain,1
may fourth happy star war day,2
chroma key coolness cumulus seminar going online see live feed,1
like plane train automobile best luck juan pelota,2
sweet dream,2
ready go home hr wrk,1
drs beverly hill doctor scare,0
need job pay hospital bill sick lately,0
happy tweet,0
apple done impressive thing almost year old macbook except poured coffee keyboard,2
yay glad one sign away soul twitter facebook welcome,2
hello fan another one cool know one fan person via net,1
sigh metal friend keep planning stuff sunday afternoon work feeling like losing touch,0
counting minute dad g friend leaving,1
elmo awhh alright,1
superstar sunday one superstar know sunday,1
know bg look emo lol,1
im wishing weekend go sol,2
nearly finished angel demon awesome book feel lame reading,1
ordered new blackberry arrive tues may die without phone withdraws already,0
like matter much fun need hug bowl ramen comfy blanket soon get home,2
dang dropped subway da floor ahh rule passed already,0
fine thanks long till christmas excited,2
good morning plan day church followed lunch mum dad dm discussion star trek,1
chiel well would love zoo p dont think sunday sometime want,2
ok shed tear watching preview next week medium scared addicted show love,1
like middle coordinating point move stuff il old nyc apt stuff new apt,1
im love wit fool college hill,2
watching kid eating ice cream,1
hahaha im broke need money sighh,1
haha fail remember sohcahtoa xd,1
original truly want become wealthy learn thing ppl say time,1
oh no tv broken red standby light anything checked plug fuse inside,0
heck going,0
love still havn done lunch together like said would miss friend,1
giving si show crib sunday incredible jewelry designer gone,2
bonfire fave,2
saving ipod touch external ram upgrade morning coffee,1
aww thanks hopefully,2
exhausted new song one day myspace check,0
here link talking hereeeeee movie x,1
nice natalie taught jameson,2
feeling rather peckish dinner least hour wah,1
could update status one place,1
come baking slight headache,0
miss bestfriend left school,0
bring win best movie ever u best actress singer dancer role model ever xoxo,2
woke dreaming met hero author anne rice son author christopher rice euphoria perhaps would someday,2
gon na dream prince charming tonight n see everything go back normal really hope,2
gon na beautiful day,2
raining pouring spooning buddy,1
finished watching loved,2
already book,1
sad cuz mommy leaf indy today,0
taking load old broken concrete landfill tried find recycler,1
yes hindustan rock dude dunia mein asay koi fusion nehi milegi,2
know ridiculous never got hang love chicago want go shopping trip sound like fun,2
hello beautiful mariahs baby jackie still talkin called n left message day,1
watir,1
ha ha ha know love love,2
hahaha yes,1
dont understand sensex wow,1
hard letting go seeing cry,0
saving till hk,1
see finish line disappearing plethora email wah,0
wowzer windy good allergy,0
finally home tomorrow day amazing,2
culture increasing india govt make new law wat charge boy tease boy nd wat boy rape boy,1
much much much mash please,2
yes talk friench picture france london soon going l,1
ok peep good morning going bed hit later,2
